Term,RGB
edx 57h,"rgb(95, 190, 182)"
call sub_401A2A,"rgb(95, 189, 183)"
mov [edx+44h],"rgb(95, 188, 184)"
mov [edx+34h],"rgb(95, 187, 185)"
edx [ebx-24h],"rgb(95, 186, 186)"
call sub_401FF0,"rgb(95, 185, 187)"
edi [esi+3Ch],"rgb(95, 184, 188)"
edx 0A0h,"rgb(95, 183, 189)"
eax [edi+64h],"rgb(95, 182, 190)"
call sub_4021E4,"rgb(95, 181, 191)"
esi [eax-10h],"rgb(95, 180, 192)"
ptr [esi+230h],"rgb(94, 193, 180)"
esi [edx+10h],"rgb(94, 192, 181)"
ecx [eax+10Ch],"rgb(94, 191, 182)"
edi 98h,"rgb(94, 190, 183)"
esi 38h,"rgb(94, 189, 184)"
ptr [eax-1Ch],"rgb(94, 188, 185)"
ecx 7Fh,"rgb(94, 187, 186)"
call sub_401E82,"rgb(94, 186, 187)"
esi [eax+40h],"rgb(94, 185, 188)"
short loc_40200F,"rgb(94, 184, 189)"
call sub_402080,"rgb(94, 183, 190)"
call sub_4016D0,"rgb(94, 182, 191)"
call sub_401B88,"rgb(94, 181, 192)"
call sub_40138C,"rgb(94, 180, 193)"
edi [edx-0Ch],"rgb(93, 194, 180)"
[ebp-34h] offset,"rgb(93, 193, 181)"
call sub_401098,"rgb(93, 192, 182)"
ecx [ebx-58h],"rgb(93, 191, 183)"
esi [ebx-44h],"rgb(93, 190, 184)"
ecx 84h,"rgb(93, 189, 185)"
ptr [esi-34h],"rgb(93, 188, 186)"
and [ebp-8],"rgb(93, 187, 187)"
eax [edi+0D4h],"rgb(93, 186, 188)"
ecx 0FFFFFFFDh,"rgb(93, 185, 189)"
call sub_401EBD,"rgb(93, 184, 190)"
eax [edx+34h],"rgb(93, 183, 191)"
ecx [edi-70h],"rgb(93, 182, 192)"
or [ebp-10h],"rgb(93, 181, 193)"
ebx [edx+70h],"rgb(93, 180, 194)"
short loc_4021AA,"rgb(92, 195, 180)"
ebx [esi-0Ch],"rgb(92, 194, 181)"
esi [edx-70h],"rgb(92, 193, 182)"
ecx [edi+4Ch],"rgb(92, 192, 183)"
call sub_40195C,"rgb(92, 191, 184)"
eax 90h,"rgb(92, 190, 185)"
call sub_40224C,"rgb(92, 189, 186)"
eax [ebx-20h],"rgb(92, 188, 187)"
call sub_4021A0,"rgb(92, 187, 188)"
short loc_401219,"rgb(92, 186, 189)"
ptr [eax-18h],"rgb(92, 185, 190)"
short loc_401CBB,"rgb(92, 184, 191)"
esi [edx-8],"rgb(92, 183, 192)"
esi [edx+38h],"rgb(92, 182, 193)"
ptr [edi-7Ch],"rgb(92, 181, 194)"
[edi+1Ch] eax,"rgb(92, 180, 195)"
ebx 29h,"rgb(91, 196, 180)"
call sub_401538,"rgb(91, 195, 181)"
[ebp+var_38] 1Fh,"rgb(91, 194, 182)"
edi [esi-3Ch],"rgb(91, 193, 183)"
esi 68h,"rgb(91, 192, 184)"
short loc_40134C,"rgb(91, 191, 185)"
esi [ebx-48h],"rgb(91, 190, 186)"
[ebp+var_C] 23h,"rgb(91, 189, 187)"
short loc_401961,"rgb(91, 188, 188)"
ptr [esi-30h],"rgb(91, 187, 189)"
edx [eax+2Ch],"rgb(91, 186, 190)"
[esp] edi,"rgb(91, 185, 191)"
ptr [ecx-1Ch],"rgb(91, 184, 192)"
[ebp+var_3C] 23h,"rgb(91, 183, 193)"
ebx 3Ch,"rgb(91, 182, 194)"
[ebp-44h] esi,"rgb(91, 181, 195)"
short loc_401497,"rgb(91, 180, 196)"
ptr [eax-7Ch],"rgb(90, 197, 180)"
edx [ebx+14h],"rgb(90, 196, 181)"
call sub_4020EC,"rgb(90, 195, 182)"
ptr [esi+248h],"rgb(90, 194, 183)"
short loc_401B7C,"rgb(90, 193, 184)"
eax [edx-18h],"rgb(90, 192, 185)"
eax [ebx-58h],"rgb(90, 191, 186)"
ecx 6Fh,"rgb(90, 190, 187)"
esi [ecx+1Ch],"rgb(90, 189, 188)"
esi [ebp-58h],"rgb(90, 188, 189)"
ptr [ecx-24h],"rgb(90, 187, 190)"
call sub_401194,"rgb(90, 186, 191)"
ptr [esi+270h],"rgb(90, 185, 192)"
edx 0D0h,"rgb(90, 184, 193)"
short loc_401E2F,"rgb(90, 183, 194)"
[edx+44h] ecx,"rgb(90, 182, 195)"
mov [edi+28h],"rgb(90, 181, 196)"
or [ebp-24h],"rgb(90, 180, 197)"
edi [eax-0Ch],"rgb(89, 198, 180)"
edx [ebx+10h],"rgb(89, 197, 181)"
or [ebp+var_5C],"rgb(89, 196, 182)"
edi 74h,"rgb(89, 195, 183)"
call sub_4015B0,"rgb(89, 194, 184)"
mov [edx+40h],"rgb(89, 193, 185)"
eax [edi-8],"rgb(89, 192, 186)"
eax [edi-10h],"rgb(89, 191, 187)"
edi [esi+70h],"rgb(89, 190, 188)"
short loc_402206,"rgb(89, 189, 189)"
short loc_4021BA,"rgb(89, 188, 190)"
ecx [esi+0A8h],"rgb(89, 187, 191)"
edx 0CCh,"rgb(89, 186, 192)"
esi [ebp-34h],"rgb(89, 185, 193)"
ptr [edx+30Ch],"rgb(89, 184, 194)"
ptr [ebx-38h],"rgb(89, 183, 195)"
call sub_4010F0,"rgb(89, 182, 196)"
call sub_40132C,"rgb(89, 181, 197)"
ptr [edi-58h],"rgb(89, 180, 198)"
ecx [edx-18h],"rgb(88, 199, 180)"
ptr [esi+228h],"rgb(88, 198, 181)"
ecx [edx-34h],"rgb(88, 197, 182)"
short loc_401788,"rgb(88, 196, 183)"
edx [edi+14h],"rgb(88, 195, 184)"
short loc_40169A,"rgb(88, 194, 185)"
short loc_40160F,"rgb(88, 193, 186)"
[ebp+var_8] 23h,"rgb(88, 192, 187)"
ecx 27h,"rgb(88, 191, 188)"
edi [eax+10h],"rgb(88, 190, 189)"
short loc_4022CF,"rgb(88, 189, 190)"
edi [esi+44h],"rgb(88, 188, 191)"
edx [esi-8],"rgb(88, 187, 192)"
eax 42h,"rgb(88, 186, 193)"
[eax+14h] edi,"rgb(88, 185, 194)"
edi [edx+44h],"rgb(88, 184, 195)"
ptr [edx-7Ch],"rgb(88, 183, 196)"
edi [ebp-48h],"rgb(88, 182, 197)"
ptr [ecx-4],"rgb(88, 181, 198)"
ptr [edi-20h],"rgb(88, 180, 199)"
[ebp+var_5C] ebx,"rgb(87, 200, 180)"
[ebp+var_68] ebx,"rgb(87, 199, 181)"
call sub_4014C9,"rgb(87, 198, 182)"
eax [ecx+6Ch],"rgb(87, 197, 183)"
call sub_401120,"rgb(87, 196, 184)"
call sub_401487,"rgb(87, 195, 185)"
ecx [edx-48h],"rgb(87, 194, 186)"
edx [eax+0C4h],"rgb(87, 193, 187)"
edi [esi-5Ch],"rgb(87, 192, 188)"
call sub_401C40,"rgb(87, 191, 189)"
ptr [eax+300h],"rgb(87, 190, 190)"
ecx [eax+68h],"rgb(87, 189, 191)"
[ebp+var_2C] 40h,"rgb(87, 188, 192)"
ptr [ebx+22Ch],"rgb(87, 187, 193)"
dw 8Eh,"rgb(87, 186, 194)"
[ebp+var_4] 29h,"rgb(87, 185, 195)"
eax 0FFFFFFFBh,"rgb(87, 184, 196)"
edx [ebx+30h],"rgb(87, 183, 197)"
eax [esi+100h],"rgb(87, 182, 198)"
short loc_40191B,"rgb(87, 181, 199)"
edi [esi+48h],"rgb(87, 180, 200)"
short loc_40188B,"rgb(86, 200, 181)"
call sub_40211B,"rgb(86, 199, 182)"
esi 50h,"rgb(86, 198, 183)"
ecx 23h,"rgb(86, 197, 184)"
call sub_4022C0,"rgb(86, 196, 185)"
ptr [eax-68h],"rgb(86, 195, 186)"
esi [eax-3Ch],"rgb(86, 194, 187)"
ecx [esi+74h],"rgb(86, 193, 188)"
edx 0DEh,"rgb(86, 192, 189)"
edi [edx-34h],"rgb(86, 191, 190)"
call sub_401510,"rgb(86, 190, 191)"
ptr [edi+21Ch],"rgb(86, 189, 192)"
esi [ebp-38h],"rgb(86, 188, 193)"
ecx 58h,"rgb(86, 187, 194)"
ebx [esi+24h],"rgb(86, 186, 195)"
[ecx+44h] eax,"rgb(86, 185, 196)"
[ebp+var_14] 3,"rgb(86, 184, 197)"
[esp+6Ch+var_6C] eax,"rgb(86, 183, 198)"
ptr [edi-4Ch],"rgb(86, 182, 199)"
eax [ecx-50h],"rgb(86, 181, 200)"
ecx [esi+110h],"rgb(85, 200, 182)"
[ebp+var_18] 0FFFFFFFFh,"rgb(85, 199, 183)"
ecx [esi+98h],"rgb(85, 198, 184)"
call sub_40135B,"rgb(85, 197, 185)"
dw 88h,"rgb(85, 196, 186)"
[ebp+var_18] 5,"rgb(85, 195, 187)"
call sub_402133,"rgb(85, 194, 188)"
edi 7Eh,"rgb(85, 193, 189)"
edi 6Fh,"rgb(85, 192, 190)"
dd 400h,"rgb(85, 191, 191)"
eax 0DEh,"rgb(85, 190, 192)"
ebx [edi-0Ch],"rgb(85, 189, 193)"
eax [ebx-24h],"rgb(85, 188, 194)"
ptr [edx-38h],"rgb(85, 187, 195)"
call sub_4015C0,"rgb(85, 186, 196)"
eax [ecx+64h],"rgb(85, 185, 197)"
ebx [esi+30h],"rgb(85, 184, 198)"
ecx [eax+0B8h],"rgb(85, 183, 199)"
call sub_402041,"rgb(85, 182, 200)"
short loc_401B79,"rgb(84, 200, 183)"
ebx [eax+38h],"rgb(84, 199, 184)"
edi [esi+13Ch],"rgb(84, 198, 185)"
short loc_401B9B,"rgb(84, 197, 186)"
eax 29h,"rgb(84, 196, 187)"
eax [ebx-2Ch],"rgb(84, 195, 188)"
call sub_402320,"rgb(84, 194, 189)"
ptr [edi-40h],"rgb(84, 193, 190)"
edi [eax+14h],"rgb(84, 192, 191)"
ptr [edi-6Ch],"rgb(84, 191, 192)"
[esp+30h+var_30] eax,"rgb(84, 190, 193)"
ptr [ebx+328h],"rgb(84, 189, 194)"
ptr [edi-74h],"rgb(84, 188, 195)"
esi [ebp-4Ch],"rgb(84, 187, 196)"
[ebp+var_28] 0Ch,"rgb(84, 186, 197)"
call sub_4012ED,"rgb(84, 185, 198)"
esi [eax-4],"rgb(84, 184, 199)"
ptr [ebx-5Ch],"rgb(84, 183, 200)"
ecx [edi+94h],"rgb(83, 200, 184)"
ecx 5Ah,"rgb(83, 199, 185)"
[ebp+var_54] 1,"rgb(83, 198, 186)"
xor [ebp+var_5C],"rgb(83, 197, 187)"
edx [ecx+84h],"rgb(83, 196, 188)"
edi 0Ah,"rgb(83, 195, 189)"
ecx 42h,"rgb(83, 194, 190)"
short loc_401D55,"rgb(83, 193, 191)"
mov [esi+118h],"rgb(83, 192, 192)"
adc [ebp+var_58],"rgb(83, 191, 193)"
ebx [esi-20h],"rgb(83, 190, 194)"
mov [edx+4Ch],"rgb(83, 189, 195)"
short loc_401D7B,"rgb(83, 188, 196)"
eax [edi+68h],"rgb(83, 187, 197)"
ecx 3Eh,"rgb(83, 186, 198)"
call sub_401573,"rgb(83, 185, 199)"
edx 39h,"rgb(83, 184, 200)"
edi [esi+80h],"rgb(82, 200, 185)"
ptr [edx-50h],"rgb(82, 199, 186)"
eax [edi+13Ch],"rgb(82, 198, 187)"
call sub_401620,"rgb(82, 197, 188)"
call sub_401C52,"rgb(82, 196, 189)"
[esp+28h+var_28] ecx,"rgb(82, 195, 190)"
eax [ecx+98h],"rgb(82, 194, 191)"
call sub_402052,"rgb(82, 193, 192)"
edx 49h,"rgb(82, 192, 193)"
[esi+30h] ebx,"rgb(82, 191, 194)"
call sub_40219F,"rgb(82, 190, 195)"
short loc_401C61,"rgb(82, 189, 196)"
edi [ecx-0Ch],"rgb(82, 188, 197)"
ecx 75h,"rgb(82, 187, 198)"
eax [edi+38h],"rgb(82, 186, 199)"
ptr [eax+200h],"rgb(82, 185, 200)"
ptr [ebx-30h],"rgb(81, 200, 186)"
[ebx+18h] eax,"rgb(81, 199, 187)"
[ebx+8] edi,"rgb(81, 198, 188)"
esi [ebp+var_64],"rgb(81, 197, 189)"
short loc_4017B7,"rgb(81, 196, 190)"
ptr [ecx+20Ch],"rgb(81, 195, 191)"
call sub_4022AC,"rgb(81, 194, 192)"
ecx [esi-28h],"rgb(81, 193, 193)"
ebx 24h,"rgb(81, 192, 194)"
[edx+10h] ecx,"rgb(81, 191, 195)"
esi 41h,"rgb(81, 190, 196)"
eax 0E8h,"rgb(81, 189, 197)"
esi [ecx+70h],"rgb(81, 188, 198)"
eax [esi+0B8h],"rgb(81, 187, 199)"
[ebp+var_14] 0FFFFFFFFh,"rgb(81, 186, 200)"
call sub_401835,"rgb(80, 200, 187)"
call sub_4014B7,"rgb(80, 199, 188)"
esi [edx+34h],"rgb(80, 198, 189)"
esi [ebp+var_5C],"rgb(80, 197, 190)"
edx [edi+34h],"rgb(80, 196, 191)"
ecx [esi+80h],"rgb(80, 195, 192)"
short loc_401D53,"rgb(80, 194, 193)"
ptr [esi-94h],"rgb(80, 193, 194)"
offset HeapCreate,"rgb(80, 192, 195)"
edx [ecx-14h],"rgb(80, 191, 196)"
ecx [ebx+28h],"rgb(80, 190, 197)"
eax [ebx+68h],"rgb(80, 189, 198)"
and [ebp-5Ch],"rgb(80, 188, 199)"
edi 60h,"rgb(80, 187, 200)"
short loc_401FF0,"rgb(79, 200, 188)"
eax 0A4h,"rgb(79, 199, 189)"
eax [esi+0F0h],"rgb(79, 198, 190)"
eax 48h,"rgb(79, 197, 191)"
ecx [edx-30h],"rgb(79, 196, 192)"
esi [ecx+2Ch],"rgb(79, 195, 193)"
edx [esi+54h],"rgb(79, 194, 194)"
edx [esi-58h],"rgb(79, 193, 195)"
xor [ebp-14h],"rgb(79, 192, 196)"
call ds:GetLocaleInfoW,"rgb(79, 191, 197)"
short loc_401A1B,"rgb(79, 190, 198)"
short loc_401A03,"rgb(79, 189, 199)"
edi [esi+84h],"rgb(79, 188, 200)"
call sub_40237C,"rgb(78, 200, 189)"
edx [esi-30h],"rgb(78, 199, 190)"
edx [eax+94h],"rgb(78, 198, 191)"
edi [ecx-4],"rgb(78, 197, 192)"
eax 0E5h,"rgb(78, 196, 193)"
ptr [ebx-74h],"rgb(78, 195, 194)"
eax 0A8h,"rgb(78, 194, 195)"
dw 98h,"rgb(78, 193, 196)"
ecx 0F8h,"rgb(78, 192, 197)"
[eax+28h] edx,"rgb(78, 191, 198)"
edx 51h,"rgb(78, 190, 199)"
dw 1Ch,"rgb(78, 189, 200)"
short loc_402029,"rgb(77, 200, 190)"
edx [eax+54h],"rgb(77, 199, 191)"
mov [ebx+4Ch],"rgb(77, 198, 192)"
edx 80h,"rgb(77, 197, 193)"
[edi+0Ch] esi,"rgb(77, 196, 194)"
ebx [edi+5Ch],"rgb(77, 195, 195)"
ecx [esi+88h],"rgb(77, 194, 196)"
edx [esi+1Ch],"rgb(77, 193, 197)"
ebx [edi+2Ch],"rgb(77, 192, 198)"
ecx [edx-90h],"rgb(77, 191, 199)"
ptr [eax-64h],"rgb(77, 190, 200)"
call sub_4023B0,"rgb(76, 200, 191)"
offset aExe,"rgb(76, 199, 192)"
ecx [edi+74h],"rgb(76, 198, 193)"
ecx [edi+34h],"rgb(76, 197, 194)"
[edi+4] esi,"rgb(76, 196, 195)"
ebx [ebp+var_60],"rgb(76, 195, 196)"
call sub_4012CE,"rgb(76, 194, 197)"
ecx [eax+104h],"rgb(76, 193, 198)"
[eax+0Ch] edi,"rgb(76, 192, 199)"
edi 12h,"rgb(76, 191, 200)"
call sub_401BE0,"rgb(75, 200, 192)"
[esi+34h] ecx,"rgb(75, 199, 193)"
edi [eax+4Ch],"rgb(75, 198, 194)"
call sub_401680,"rgb(75, 197, 195)"
edi [ecx-7Ch],"rgb(75, 196, 196)"
[ebp+var_14] 23h,"rgb(75, 195, 197)"
ecx [esi+ecx],"rgb(75, 194, 198)"
ecx [esi+68h],"rgb(75, 193, 199)"
short loc_4015AD,"rgb(75, 192, 200)"
short loc_401571,"rgb(74, 200, 193)"
sub [ebp+var_58],"rgb(74, 199, 194)"
ebx [eax+5Ch],"rgb(74, 198, 195)"
ptr [edi+2B8h],"rgb(74, 197, 196)"
[esp+64h+var_64] ecx,"rgb(74, 196, 197)"
call sub_401C16,"rgb(74, 195, 198)"
ptr [eax-80h],"rgb(74, 194, 199)"
ecx 82h,"rgb(74, 193, 200)"
[ebp+var_18] 3,"rgb(73, 200, 194)"
ecx 0F0h,"rgb(73, 199, 195)"
short loc_40236B,"rgb(73, 198, 196)"
edi 38h,"rgb(73, 197, 197)"
dw 8000h,"rgb(73, 196, 198)"
ecx 0E0h,"rgb(73, 195, 199)"
[esi+28h] ecx,"rgb(73, 194, 200)"
ecx [ebx+70h],"rgb(72, 200, 195)"
ebx [ecx+70h],"rgb(72, 199, 196)"
ptr [ecx+30Ch],"rgb(72, 198, 197)"
edx [edi-34h],"rgb(72, 197, 198)"
[esi+38h] edi,"rgb(72, 196, 199)"
add [esi+0],"rgb(72, 195, 200)"
ptr [esi+20Ch],"rgb(71, 200, 196)"
short loc_4020BD,"rgb(71, 199, 197)"
short loc_401BD9,"rgb(71, 198, 198)"
edi [ecx+18h],"rgb(71, 197, 199)"
ptr [eax-50h],"rgb(71, 196, 200)"
call sub_402300,"rgb(70, 200, 197)"
call sub_401FD2,"rgb(70, 199, 198)"
ecx 26h,"rgb(70, 198, 199)"
edx [edi+38h],"rgb(70, 197, 200)"
call sub_4021C8,"rgb(69, 200, 198)"
ptr [edi+278h],"rgb(69, 199, 199)"
esi [edx+18h],"rgb(69, 198, 200)"
short loc_401CB7,"rgb(68, 200, 199)"
call sub_401967,"rgb(68, 199, 200)"
ptr [ecx-5Ch],"rgb(67, 200, 200)"
ebx [esi+44h],"rgb(98, 181, 187)"
[ebp+var_38] 1Eh,"rgb(98, 180, 188)"
ptr [ecx-10h],"rgb(97, 189, 180)"
ptr [esi+208h],"rgb(97, 188, 181)"
ecx [eax-50h],"rgb(97, 187, 182)"
short loc_40170F,"rgb(97, 186, 183)"
[ebp+var_30] 0FFFFFFFFh,"rgb(97, 185, 184)"
eax [ecx+0C8h],"rgb(97, 184, 185)"
short loc_401D0D,"rgb(97, 183, 186)"
[ebp+var_30] 1Eh,"rgb(97, 182, 187)"
[ebp+var_30] 23h,"rgb(97, 181, 188)"
edx [ebx+5Ch],"rgb(97, 180, 189)"
edx 0CEh,"rgb(96, 190, 180)"
edx 0ECh,"rgb(96, 189, 181)"
[esp+3Ch+var_3C] eax,"rgb(96, 188, 182)"
esi [edi-5Ch],"rgb(96, 187, 183)"
edx 0CBh,"rgb(96, 186, 184)"
call sub_4011D0,"rgb(96, 185, 185)"
short loc_40256E,"rgb(96, 184, 186)"
ecx [ebx-78h],"rgb(96, 183, 187)"
call sub_402064,"rgb(96, 182, 188)"
ptr [ecx-50h],"rgb(96, 181, 189)"
ptr [ecx-74h],"rgb(96, 180, 190)"
eax [ebx-5Ch],"rgb(95, 191, 180)"
ebx [ecx-34h],"rgb(95, 190, 181)"
eax [edx-0A4h],"rgb(95, 189, 182)"
ecx 89h,"rgb(95, 188, 183)"
call sub_401373,"rgb(95, 187, 184)"
call sub_4022BC,"rgb(95, 186, 185)"
dw 2000h,"rgb(95, 185, 186)"
[ebp+var_8] 3,"rgb(95, 184, 187)"
mov [ebx+38h],"rgb(95, 183, 188)"
eax [esi+0A0h],"rgb(95, 182, 189)"
mov [eax+54h],"rgb(95, 181, 190)"
ptr [ebx-3Ch],"rgb(95, 180, 191)"
call sub_4010D0,"rgb(94, 192, 180)"
edi [eax+50h],"rgb(94, 191, 181)"
[ebp+var_10] 23h,"rgb(94, 190, 182)"
ebx [edi+0F8h],"rgb(94, 189, 183)"
ecx 2Ah,"rgb(94, 188, 184)"
edi 24h,"rgb(94, 187, 185)"
edi 64h,"rgb(94, 186, 186)"
ptr [eax+20Ch],"rgb(94, 185, 187)"
[esp+2Ch+var_2C] esi,"rgb(94, 184, 188)"
call sub_4022C8,"rgb(94, 183, 189)"
mov [edx+48h],"rgb(94, 182, 190)"
edx [ecx+80h],"rgb(94, 181, 191)"
esi [ebx-68h],"rgb(94, 180, 192)"
call sub_4017F0,"rgb(93, 193, 180)"
ebx [edi+10h],"rgb(93, 192, 181)"
edx [eax+100h],"rgb(93, 191, 182)"
[ebx+14h] edi,"rgb(93, 190, 183)"
[esi+4Ch] ebx,"rgb(93, 189, 184)"
ptr [eax-5Ch],"rgb(93, 188, 185)"
call sub_4015F9,"rgb(93, 187, 186)"
short loc_401CE5,"rgb(93, 186, 187)"
call sub_40226C,"rgb(93, 185, 188)"
ptr [esi-40h],"rgb(93, 184, 189)"
edi [edx+64h],"rgb(93, 183, 190)"
ebx [ecx-5Ch],"rgb(93, 182, 191)"
edi [esi-14h],"rgb(93, 181, 192)"
ptr [edx-24h],"rgb(93, 180, 193)"
ecx 7Dh,"rgb(92, 194, 180)"
ecx [edx-0D4h],"rgb(92, 193, 181)"
call sub_40120B,"rgb(92, 192, 182)"
edx [edi+24h],"rgb(92, 191, 183)"
ebx [eax+14h],"rgb(92, 190, 184)"
[ecx+34h] eax,"rgb(92, 189, 185)"
edx [esi+4Ch],"rgb(92, 188, 186)"
edi [ebx+58h],"rgb(92, 187, 187)"
short loc_40233D,"rgb(92, 186, 188)"
short loc_402211,"rgb(92, 185, 189)"
edx [ecx+70h],"rgb(92, 184, 190)"
call sub_401222,"rgb(92, 183, 191)"
ecx [esi+114h],"rgb(92, 182, 192)"
esi [eax+38h],"rgb(92, 181, 193)"
esi [ecx+24h],"rgb(92, 180, 194)"
eax 33h,"rgb(91, 195, 180)"
edi [ebp+var_74],"rgb(91, 194, 181)"
[edx+4Ch] ecx,"rgb(91, 193, 182)"
ecx 4Fh,"rgb(91, 192, 183)"
eax [ebx+88h],"rgb(91, 191, 184)"
ecx 0CEh,"rgb(91, 190, 185)"
call sub_40140B,"rgb(91, 189, 186)"
ecx [ebx+68h],"rgb(91, 188, 187)"
edx [ebx-4],"rgb(91, 187, 188)"
ecx [ebx-18h],"rgb(91, 186, 189)"
ecx [edi-1Ch],"rgb(91, 185, 190)"
call sub_401A08,"rgb(91, 184, 191)"
ebx [eax-18h],"rgb(91, 183, 192)"
edx [ecx-10h],"rgb(91, 182, 193)"
call sub_402324,"rgb(91, 181, 194)"
ecx 85h,"rgb(91, 180, 195)"
esi [edi+18h],"rgb(90, 196, 180)"
ptr [ecx+31Ch],"rgb(90, 195, 181)"
eax 0B2h,"rgb(90, 194, 182)"
esi [edi+84h],"rgb(90, 193, 183)"
esi [edi+88h],"rgb(90, 192, 184)"
ecx 0E8h,"rgb(90, 191, 185)"
ecx [edi-68h],"rgb(90, 190, 186)"
short loc_401A1C,"rgb(90, 189, 187)"
ecx [esi-30h],"rgb(90, 188, 188)"
call sub_40245C,"rgb(90, 187, 189)"
edx [edi+1Ch],"rgb(90, 186, 190)"
short loc_40149C,"rgb(90, 185, 191)"
ecx [edi+44h],"rgb(90, 184, 192)"
eax 25h,"rgb(90, 183, 193)"
call sub_401149,"rgb(90, 182, 194)"
call sub_401C99,"rgb(90, 181, 195)"
ebx [eax+44h],"rgb(90, 180, 196)"
[ebp-34h] esi,"rgb(89, 197, 180)"
call sub_401B82,"rgb(89, 196, 181)"
ecx [ebx+5Ch],"rgb(89, 195, 182)"
edi [eax+3Ch],"rgb(89, 194, 183)"
eax 0B6h,"rgb(89, 193, 184)"
call sub_4014D9,"rgb(89, 192, 185)"
eax 32h,"rgb(89, 191, 186)"
ecx 74h,"rgb(89, 190, 187)"
ptr [edx-28h],"rgb(89, 189, 188)"
esi [eax-2Ch],"rgb(89, 188, 189)"
ptr [ebx-18h],"rgb(89, 187, 190)"
[ebp+var_10] 3,"rgb(89, 186, 191)"
mov [edx+3Ch],"rgb(89, 185, 192)"
ebx [edx+8],"rgb(89, 184, 193)"
[ecx+10h] edx,"rgb(89, 183, 194)"
eax [esi+134h],"rgb(89, 182, 195)"
[ebp+var_10] 5,"rgb(89, 181, 196)"
call sub_4022F9,"rgb(89, 180, 197)"
edi [ebx-4],"rgb(88, 198, 180)"
eax 26h,"rgb(88, 197, 181)"
eax 89h,"rgb(88, 196, 182)"
[esi+74h] eax,"rgb(88, 195, 183)"
eax [edi+70h],"rgb(88, 194, 184)"
edi [esi+94h],"rgb(88, 193, 185)"
edi [esi+60h],"rgb(88, 192, 186)"
eax 0FFFFFFEFh,"rgb(88, 191, 187)"
mov [edi+60h],"rgb(88, 190, 188)"
mov [eax+40h],"rgb(88, 189, 189)"
mov [ebx+30h],"rgb(88, 188, 190)"
esi [edx-60h],"rgb(88, 187, 191)"
esi [eax-50h],"rgb(88, 186, 192)"
edi 0FFFFFFF0h,"rgb(88, 185, 193)"
ptr [edi-24h],"rgb(88, 184, 194)"
eax 46h,"rgb(88, 183, 195)"
ecx [esi+160h],"rgb(88, 182, 196)"
eax [edi-48h],"rgb(88, 181, 197)"
eax 0F1h,"rgb(88, 180, 198)"
eax 0E9h,"rgb(87, 199, 180)"
dw 9Ah,"rgb(87, 198, 181)"
short loc_401030,"rgb(87, 197, 182)"
short loc_40103C,"rgb(87, 196, 183)"
[ebp+var_10] 0Ch,"rgb(87, 195, 184)"
short loc_401AF7,"rgb(87, 194, 185)"
[ebp-4Ch] esi,"rgb(87, 193, 186)"
edi [ebp-3Ch],"rgb(87, 192, 187)"
ptr [edi-68h],"rgb(87, 191, 188)"
esi [eax+4Ch],"rgb(87, 190, 189)"
[esi+54h] ebx,"rgb(87, 189, 190)"
[ebp+var_14] 5,"rgb(87, 188, 191)"
edx [esi+94h],"rgb(87, 187, 192)"
[edi+10h] eax,"rgb(87, 186, 193)"
edx 0EAh,"rgb(87, 185, 194)"
eax [edi-78h],"rgb(87, 184, 195)"
dw 12h,"rgb(87, 183, 196)"
dw 14h,"rgb(87, 182, 197)"
ebx 64h,"rgb(87, 181, 198)"
ebx 70h,"rgb(87, 180, 199)"
edi [ebp-38h],"rgb(86, 200, 180)"
dw 92h,"rgb(86, 199, 181)"
short loc_4020C9,"rgb(86, 198, 182)"
short loc_4020B3,"rgb(86, 197, 183)"
short loc_402090,"rgb(86, 196, 184)"
edx [eax+34h],"rgb(86, 195, 185)"
eax 0A3h,"rgb(86, 194, 186)"
ebx [eax+18h],"rgb(86, 193, 187)"
[ebp+var_34] 23h,"rgb(86, 192, 188)"
ecx 88h,"rgb(86, 191, 189)"
call sub_402115,"rgb(86, 190, 190)"
esi [edi+60h],"rgb(86, 189, 191)"
ebx 0FFFFFFE0h,"rgb(86, 188, 192)"
ptr [edi-48h],"rgb(86, 187, 193)"
call sub_4018FC,"rgb(86, 186, 194)"
call sub_4012E8,"rgb(86, 185, 195)"
edx [esi+44h],"rgb(86, 184, 196)"
ecx 0BEh,"rgb(86, 183, 197)"
esi [ebx+60h],"rgb(86, 182, 198)"
short loc_401B53,"rgb(86, 181, 199)"
ptr [ebx-20h],"rgb(86, 180, 200)"
ptr [esi-5Ch],"rgb(85, 200, 181)"
ptr [eax-48h],"rgb(85, 199, 182)"
ptr [eax-34h],"rgb(85, 198, 183)"
ptr [esi-80h],"rgb(85, 197, 184)"
short loc_401B98,"rgb(85, 196, 185)"
call sub_4017A9,"rgb(85, 195, 186)"
[ecx+30h] eax,"rgb(85, 194, 187)"
call sub_4020F7,"rgb(85, 193, 188)"
ebx [ecx+30h],"rgb(85, 192, 189)"
eax [edi-18h],"rgb(85, 191, 190)"
eax 1Bh,"rgb(85, 190, 191)"
call sub_4012F1,"rgb(85, 189, 192)"
ecx [edi+3Ch],"rgb(85, 188, 193)"
[ebp+var_4] 3Ch,"rgb(85, 187, 194)"
esi 13h,"rgb(85, 186, 195)"
[ebp+var_24] 3,"rgb(85, 185, 196)"
[ebp+var_38] 5,"rgb(85, 184, 197)"
esi [eax+34h],"rgb(85, 183, 198)"
