Term,RGB
eax 0Ch,"rgb(116, 139, 111)"
edi 3,"rgb(116, 138, 112)"
ecx [ebp+var_40],"rgb(116, 137, 113)"
mov [eax+0Ch],"rgb(116, 136, 114)"
das,"rgb(116, 135, 115)"
eax 80070057h,"rgb(116, 134, 116)"
fword ptr,"rgb(116, 133, 117)"
eax [esp+arg_4],"rgb(116, 132, 118)"
mov [edi+1],"rgb(116, 131, 119)"
ptr [ebp-0Ch],"rgb(116, 130, 120)"
push 104h,"rgb(115, 140, 111)"
mov [edi+2],"rgb(115, 139, 112)"
int 3,"rgb(115, 138, 113)"
ecx [edi],"rgb(115, 137, 114)"
al bl,"rgb(115, 136, 115)"
mov [esp+4],"rgb(115, 135, 116)"
movsx ecx,"rgb(115, 134, 117)"
[esi] edi,"rgb(115, 133, 118)"
call ecx,"rgb(115, 132, 119)"
[ebp+var_24] eax,"rgb(115, 131, 120)"
edx [ebp+var_20],"rgb(114, 140, 112)"
inc esp,"rgb(114, 139, 113)"
ptr [ecx+0Ch],"rgb(114, 138, 114)"
shr edi,"rgb(114, 137, 115)"
fld qword,"rgb(114, 136, 116)"
eax al,"rgb(114, 135, 117)"
[ebp+var_C] 1,"rgb(114, 134, 118)"
[edi+1] al,"rgb(114, 133, 119)"
ecx [edx],"rgb(114, 132, 120)"
ebx 4,"rgb(113, 140, 113)"
esp 3Ch,"rgb(113, 139, 114)"
mov [ebx+4],"rgb(113, 138, 115)"
al [esi+2],"rgb(113, 137, 116)"
[ebp-1Ch] eax,"rgb(113, 136, 117)"
[ebx] eax,"rgb(113, 135, 118)"
[ebp+var_8] 1,"rgb(113, 134, 119)"
mov [edi+3],"rgb(113, 133, 120)"
stosb,"rgb(112, 140, 114)"
[edi+2] al,"rgb(112, 139, 115)"
esi byte,"rgb(112, 138, 116)"
esi 3,"rgb(112, 137, 117)"
[edi+3] al,"rgb(112, 136, 118)"
movzx edi,"rgb(112, 135, 119)"
[ebp+var_4] 0FFFFFFFFh,"rgb(112, 134, 120)"
[esi+4] 0,"rgb(111, 140, 115)"
esp,"rgb(111, 139, 116)"
div ecx,"rgb(111, 138, 117)"
xmmword ptr,"rgb(111, 137, 118)"
eax [ebp+var_34],"rgb(111, 136, 119)"
push [ebp+arg_14],"rgb(111, 135, 120)"
push 40h,"rgb(110, 140, 116)"
[ebp+var_20] 0,"rgb(110, 139, 117)"
eax [ebp+var_30],"rgb(110, 138, 118)"
eax [esi+14h],"rgb(110, 137, 119)"
mov [ebp+arg_8],"rgb(110, 136, 120)"
al [esi+3],"rgb(109, 140, 117)"
setz al,"rgb(109, 139, 118)"
eax [esp+4+arg_0],"rgb(109, 138, 119)"
sbb ecx,"rgb(109, 137, 120)"
shr esi,"rgb(108, 140, 118)"
ax ax,"rgb(108, 139, 119)"
esp 4Ch,"rgb(108, 138, 120)"
mov [esi+14h],"rgb(107, 140, 119)"
push 6,"rgb(107, 139, 120)"
mov [ebp-14h],"rgb(106, 140, 120)"
cmp [esi],"rgb(120, 140, 105)"
not ecx,"rgb(120, 139, 106)"
eax [ebp+String1],"rgb(120, 138, 107)"
eax [ebp+var_38],"rgb(120, 137, 108)"
esp [ebp+ms_exc.old_esp],"rgb(120, 136, 109)"
[ebp+var_4] edi,"rgb(120, 135, 110)"
esi ebp,"rgb(120, 134, 111)"
pusha,"rgb(120, 133, 112)"
[ebp+var_1C] edx,"rgb(120, 132, 113)"
[ebp+arg_0] ecx,"rgb(120, 131, 114)"
push [ebp+var_7C],"rgb(120, 130, 115)"
eax [ecx+4],"rgb(120, 129, 116)"
eax 0FFFFFFFEh,"rgb(120, 128, 117)"
eax [eax+8],"rgb(120, 127, 118)"
edx [ecx+8],"rgb(120, 126, 119)"
imul esi,"rgb(120, 125, 120)"
ebp edx,"rgb(119, 140, 106)"
push [ebp+CodePage],"rgb(119, 139, 107)"
push [ebp+lpMultiByteStr],"rgb(119, 138, 108)"
edi ebp,"rgb(119, 137, 109)"
dd 1,"rgb(119, 136, 110)"
esi [ebp+arg_8],"rgb(119, 135, 111)"
[edx] ecx,"rgb(119, 134, 112)"
eax [ebp-4],"rgb(119, 133, 113)"
cmp cx,"rgb(119, 132, 114)"
repe cmpsd,"rgb(119, 131, 115)"
edx [eax-1],"rgb(119, 130, 116)"
[edx] eax,"rgb(119, 129, 117)"
ecx [eax+0Ch],"rgb(119, 128, 118)"
aaa,"rgb(119, 127, 119)"
mov [ebp+var_6],"rgb(119, 126, 120)"
ptr [ecx+14h],"rgb(118, 140, 107)"
ecx 10h,"rgb(118, 139, 108)"
eax 0FFh,"rgb(118, 138, 109)"
repne scasb,"rgb(118, 137, 110)"
sub ebp,"rgb(118, 136, 111)"
mov ah,"rgb(118, 135, 112)"
eax [ebp-0Ch],"rgb(118, 134, 113)"
[ebp+var_28] eax,"rgb(118, 133, 114)"
edx [ecx+4],"rgb(118, 132, 115)"
retn 18h,"rgb(118, 131, 116)"
eax [ebp+String],"rgb(118, 130, 117)"
[ebp+var_4] esi,"rgb(118, 129, 118)"
mov [ebp+var_84],"rgb(118, 128, 119)"
edx [eax+4],"rgb(118, 127, 120)"
mov [ebp+var_E],"rgb(117, 140, 108)"
push [ebp+Locale],"rgb(117, 139, 109)"
ptr [ebp+var_18],"rgb(117, 138, 110)"
ebx byte,"rgb(117, 137, 111)"
eax [edi+8],"rgb(117, 136, 112)"
push [ebp+lpWideCharStr],"rgb(117, 135, 113)"
[eax+8] ecx,"rgb(117, 134, 114)"
esp 44h,"rgb(117, 133, 115)"
mov [ebx+0Ch],"rgb(117, 132, 116)"
mov [edi+8],"rgb(117, 131, 117)"
dw 0,"rgb(117, 130, 118)"
eax 80004005h,"rgb(117, 129, 119)"
mov [ebp+0],"rgb(117, 128, 120)"
ecx [ebp-18h],"rgb(116, 140, 109)"
ecx 1Fh,"rgb(116, 139, 110)"
daa,"rgb(116, 138, 111)"
[ecx] 0,"rgb(116, 137, 112)"
ptr [eax+1Ch],"rgb(116, 136, 113)"
ecx [ebx],"rgb(116, 135, 114)"
[ebp+arg_0] ebx,"rgb(116, 134, 115)"
aas,"rgb(116, 133, 116)"
esi [eax],"rgb(116, 132, 117)"
push [ebp+hWnd],"rgb(116, 131, 118)"
esi 0FFFFFFFFh,"rgb(116, 130, 119)"
cmp [ebp+var_34],"rgb(116, 129, 120)"
ecx [ebp+var_34],"rgb(115, 140, 110)"
sbb esi,"rgb(115, 139, 111)"
fstp qword,"rgb(115, 138, 112)"
call free,"rgb(115, 137, 113)"
ptr [eax+70h],"rgb(115, 136, 114)"
mov [ebp+var_58],"rgb(115, 135, 115)"
mov [edi+4],"rgb(115, 134, 116)"
bl bl,"rgb(115, 133, 117)"
eax [ecx+8],"rgb(115, 132, 118)"
eax 6,"rgb(115, 131, 119)"
ptr [ebp+var_10],"rgb(115, 130, 120)"
[ebp+arg_0] 1,"rgb(114, 140, 111)"
pushf,"rgb(114, 139, 112)"
ecx [ebp+var_6],"rgb(114, 138, 113)"
push [ebp+cbMultiByte],"rgb(114, 137, 114)"
eax [esi+18h],"rgb(114, 136, 115)"
ptr [ebp-98h],"rgb(114, 135, 116)"
st st(1),"rgb(114, 134, 117)"
edx 1Fh,"rgb(114, 133, 118)"
[eax] bl,"rgb(114, 132, 119)"
eax 0FFFFh,"rgb(114, 131, 120)"
cmp ah,"rgb(113, 140, 112)"
mov [ebp+var_9],"rgb(113, 139, 113)"
push [ebp+var_20],"rgb(113, 138, 114)"
mov [ebp+var_5],"rgb(113, 137, 115)"
insd,"rgb(113, 136, 116)"
ptr [esp+4],"rgb(113, 135, 117)"
[ebp+var_18] 0,"rgb(113, 134, 118)"
ecx [ebp-1Ch],"rgb(113, 133, 119)"
push 3Fh,"rgb(113, 132, 120)"
mov [esp+0BCh+var_6C],"rgb(112, 140, 113)"
eax [ebp+4],"rgb(112, 139, 114)"
[ebx] 0,"rgb(112, 138, 115)"
call __SEH_epilog,"rgb(112, 137, 116)"
edx [ebp+var_24],"rgb(112, 136, 117)"
call __SEH_prolog,"rgb(112, 135, 118)"
edx [ecx+0Ch],"rgb(112, 134, 119)"
bl 1,"rgb(112, 133, 120)"
cl bl,"rgb(111, 140, 114)"
push 0Dh,"rgb(111, 139, 115)"
[eax] 16h,"rgb(111, 138, 116)"
cmp [ebp+var_30],"rgb(111, 137, 117)"
ebp ecx,"rgb(111, 136, 118)"
[ebp+arg_C] 0,"rgb(111, 135, 119)"
jnp short,"rgb(111, 134, 120)"
esi [esi],"rgb(110, 140, 115)"
esi [ebp+8],"rgb(110, 139, 116)"
eax [ebp+var_40],"rgb(110, 138, 117)"
dl [eax],"rgb(110, 137, 118)"
ah 45h,"rgb(110, 136, 119)"
ptr [ebp+14h],"rgb(110, 135, 120)"
edx [ebp+arg_C],"rgb(109, 140, 116)"
jp short,"rgb(109, 139, 117)"
[ebp+var_3C] 0,"rgb(109, 138, 118)"
cmp [ebp+var_3C],"rgb(109, 137, 119)"
eax 0Bh,"rgb(109, 136, 120)"
ebp 1,"rgb(108, 140, 117)"
ptr [ebp+var_8],"rgb(108, 139, 118)"
al [eax],"rgb(108, 138, 119)"
fmul st,"rgb(108, 137, 120)"
mov [ebp+var_78],"rgb(107, 140, 118)"
ebx 2,"rgb(107, 139, 119)"
shl ebx,"rgb(107, 138, 120)"
edx [ebp+var_3C],"rgb(106, 140, 119)"
[esp+4+arg_0] 1,"rgb(106, 139, 120)"
eax [ebp+var_3C],"rgb(105, 140, 120)"
mov [ebp+var_5C],"rgb(120, 140, 104)"
eax 40h,"rgb(120, 139, 105)"
eax [esi+1Ch],"rgb(120, 138, 106)"
edx ebp,"rgb(120, 137, 107)"
ptr [ebx+8],"rgb(120, 136, 108)"
ptr [ebx+4],"rgb(120, 135, 109)"
ecx 5,"rgb(120, 134, 110)"
in al,"rgb(120, 133, 111)"
push [ebp+lpString],"rgb(120, 132, 112)"
mov [ebp+var_74],"rgb(120, 131, 113)"
test [esp+4+arg_0],"rgb(120, 130, 114)"
eax [ebp-1Ch],"rgb(120, 129, 115)"
mov [edx+4],"rgb(120, 128, 116)"
mov dh,"rgb(120, 127, 117)"
mov [ebp+8],"rgb(120, 126, 118)"
ptr [ecx+10h],"rgb(120, 125, 119)"
ecx [ebp+0Ch],"rgb(120, 124, 120)"
imul edi,"rgb(119, 140, 105)"
sar esi,"rgb(119, 139, 106)"
mov [ebp+var_80],"rgb(119, 138, 107)"
[ebp-4] 1,"rgb(119, 137, 108)"
al [ecx],"rgb(119, 136, 109)"
ptr [esi+1Ch],"rgb(119, 135, 110)"
ecx 40h,"rgb(119, 134, 111)"
ebx 8,"rgb(119, 133, 112)"
jno short,"rgb(119, 132, 113)"
ptr [edx+8],"rgb(119, 131, 114)"
cmp [ecx],"rgb(119, 130, 115)"
push 80h,"rgb(119, 129, 116)"
eax 1000h,"rgb(119, 128, 117)"
push [ebp+var_30],"rgb(119, 127, 118)"
ptr [ebp+var_30],"rgb(119, 126, 119)"
edi [esi],"rgb(119, 125, 120)"
ebx ebp,"rgb(118, 140, 106)"
shrd eax,"rgb(118, 139, 107)"
neg edx,"rgb(118, 138, 108)"
push 9,"rgb(118, 137, 109)"
ecx [edi+4],"rgb(118, 136, 110)"
edi 0FFFFFFFFh,"rgb(118, 135, 111)"
eax [ebp+arg_14],"rgb(118, 134, 112)"
test ax,"rgb(118, 133, 113)"
ebx 80000000h,"rgb(118, 132, 114)"
eax [edx+4],"rgb(118, 131, 115)"
al byte,"rgb(118, 130, 116)"
call ds:LeaveCriticalSection,"rgb(118, 129, 117)"
[ebp-4] eax,"rgb(118, 128, 118)"
ptr [ecx+18h],"rgb(118, 127, 119)"
setz cl,"rgb(118, 126, 120)"
push esp,"rgb(117, 140, 107)"
edx [ebp+var_2C],"rgb(117, 139, 108)"
mov [eax+10h],"rgb(117, 138, 109)"
edx [esi+4],"rgb(117, 137, 110)"
eax [ebp+10h],"rgb(117, 136, 111)"
test [ebp+arg_0],"rgb(117, 135, 112)"
neg esi,"rgb(117, 134, 113)"
fld st,"rgb(117, 133, 114)"
or [ebp+var_4],"rgb(117, 132, 115)"
cmp [ebp+var_44],"rgb(117, 131, 116)"
eax ax,"rgb(117, 130, 117)"
insb,"rgb(117, 129, 118)"
ecx [edx+4],"rgb(117, 128, 119)"
not eax,"rgb(117, 127, 120)"
mov [eax+14h],"rgb(116, 140, 108)"
eax [ecx+10h],"rgb(116, 139, 109)"
push [ebp+arg_18],"rgb(116, 138, 110)"
jnz near,"rgb(116, 137, 111)"
eax 14h,"rgb(116, 136, 112)"
edx [eax+8],"rgb(116, 135, 113)"
mov [esi+18h],"rgb(116, 134, 114)"
eax [esp+8],"rgb(116, 133, 115)"
push [ebp+phkResult],"rgb(116, 132, 116)"
call __alloca_probe,"rgb(116, 131, 117)"
push [ebp+var_C],"rgb(116, 130, 118)"
cmp [ebp+var_24],"rgb(116, 129, 119)"
mov [ebp+var_3B],"rgb(116, 128, 120)"
not ebx,"rgb(115, 140, 109)"
ecx [ebp+var_38],"rgb(115, 139, 110)"
eax 7,"rgb(115, 138, 111)"
cmp [ebp+var_28],"rgb(115, 137, 112)"
and ebp,"rgb(115, 136, 113)"
[ebp+var_30] eax,"rgb(115, 135, 114)"
ptr [ebp-20h],"rgb(115, 134, 115)"
[ecx] ebx,"rgb(115, 133, 116)"
ecx [ebp+var_E],"rgb(115, 132, 117)"
cmp dx,"rgb(115, 131, 118)"
[ebp+var_20] ecx,"rgb(115, 130, 119)"
jmp eax,"rgb(115, 129, 120)"
ecx [ebx+4],"rgb(114, 140, 110)"
sub dword,"rgb(114, 139, 111)"
outsd,"rgb(114, 138, 112)"
movsb,"rgb(114, 137, 113)"
ebp 2,"rgb(114, 136, 114)"
[ebp+var_1C] ecx,"rgb(114, 135, 115)"
cmp [ebp+arg_10],"rgb(114, 134, 116)"
[ebp+var_28] 0,"rgb(114, 133, 117)"
call ds:VirtualAlloc,"rgb(114, 132, 118)"
ecx [ebp+var_74],"rgb(114, 131, 119)"
ecx dword,"rgb(114, 130, 120)"
ptr [edi+8],"rgb(113, 140, 111)"
ptr [edi+4],"rgb(113, 139, 112)"
[eax] 9,"rgb(113, 138, 113)"
ebp ebx,"rgb(113, 137, 114)"
push [ebp+var_14],"rgb(113, 136, 115)"
[ebp+var_34] 0,"rgb(113, 135, 116)"
cl 1,"rgb(113, 134, 117)"
eax 9,"rgb(113, 133, 118)"
cmp [ebp+var_38],"rgb(113, 132, 119)"
[ebp+var_2C] eax,"rgb(113, 131, 120)"
[esi+8] 0,"rgb(112, 140, 112)"
eax 0FFFFFFFCh,"rgb(112, 139, 113)"
[eax+4] edx,"rgb(112, 138, 114)"
ebx [ebp+var_4],"rgb(112, 137, 115)"
push 16h,"rgb(112, 136, 116)"
[ecx+4] eax,"rgb(112, 135, 117)"
ptr [ebp+var_24],"rgb(112, 134, 118)"
movsx edx,"rgb(112, 133, 119)"
[eax+4] 0,"rgb(112, 132, 120)"
[eax+0Ch] ecx,"rgb(111, 140, 113)"
[eax] offset,"rgb(111, 139, 114)"
esp 30h,"rgb(111, 138, 115)"
div ebx,"rgb(111, 137, 116)"
[esi+0Ch] 0,"rgb(111, 136, 117)"
eax 8007000Eh,"rgb(111, 135, 118)"
[esi+10h] eax,"rgb(111, 134, 119)"
ptr [ebp+var_1C],"rgb(111, 133, 120)"
edi [ebp+arg_8],"rgb(110, 140, 114)"
cl al,"rgb(110, 139, 115)"
push 7,"rgb(110, 138, 116)"
[ebp+var_5] al,"rgb(110, 137, 117)"
mov [ebp+var_12],"rgb(110, 136, 118)"
sbb al,"rgb(110, 135, 119)"
eax [ebp+Filename],"rgb(110, 134, 120)"
[esi] ecx,"rgb(109, 140, 115)"
mov [esp+18h+var_4],"rgb(109, 139, 116)"
mov [ebp-8],"rgb(109, 138, 117)"
edx 0FFFFFFFFh,"rgb(109, 137, 118)"
call ds:lstrlenA,"rgb(109, 136, 119)"
cmp [ebp+var_11],"rgb(109, 135, 120)"
al 4,"rgb(108, 140, 116)"
mov [ebp+var_60],"rgb(108, 139, 117)"
[ecx] edi,"rgb(108, 138, 118)"
mov [ebp+var_6C],"rgb(108, 137, 119)"
esp [esp+0],"rgb(108, 136, 120)"
[ebp+var_84] 0,"rgb(107, 140, 117)"
push [ebp+var_18],"rgb(107, 139, 118)"
ecx [ebp+arg_10],"rgb(107, 138, 119)"
test dword,"rgb(107, 137, 120)"
ptr [ebp+0],"rgb(106, 140, 118)"
mov [ebp-18h],"rgb(106, 139, 119)"
call ds:WideCharToMultiByte,"rgb(106, 138, 120)"
[ebp+arg_4] edx,"rgb(105, 140, 119)"
[ebp+var_54] eax,"rgb(105, 139, 120)"
push 100h,"rgb(104, 140, 120)"
[ebp+var_24] ecx,"rgb(120, 140, 103)"
mov [ebp-0Ch],"rgb(120, 139, 104)"
cl 20h,"rgb(120, 138, 105)"
mov bh,"rgb(120, 137, 106)"
ptr [esi+20h],"rgb(120, 136, 107)"
call memcpy,"rgb(120, 135, 108)"
push 18h,"rgb(120, 134, 109)"
call ds:RegCloseKey,"rgb(120, 133, 110)"
esp 40h,"rgb(120, 132, 111)"
call ds:EnterCriticalSection,"rgb(120, 131, 112)"
al [edx],"rgb(120, 130, 113)"
[ebp-10h] eax,"rgb(120, 129, 114)"
pop esp,"rgb(120, 128, 115)"
[ebp+arg_4] esi,"rgb(120, 127, 116)"
ah ah,"rgb(120, 126, 117)"
sar ebx,"rgb(120, 125, 118)"
movdqa xmmword,"rgb(120, 124, 119)"
[esp+4] eax,"rgb(120, 123, 120)"
ebx [ebp+arg_8],"rgb(119, 140, 104)"
esp 5Ch,"rgb(119, 139, 105)"
eax [ebp+pvarg],"rgb(119, 138, 106)"
ptr [ebp+var_28],"rgb(119, 137, 107)"
call ds:SysFreeString,"rgb(119, 136, 108)"
ptr [ebx+0Ch],"rgb(119, 135, 109)"
mov ch,"rgb(119, 134, 110)"
push [ebp+var_10],"rgb(119, 133, 111)"
ebp esi,"rgb(119, 132, 112)"
mov [ebp+var_70],"rgb(119, 131, 113)"
[eax+8] 0,"rgb(119, 130, 114)"
ecx [ebp+4],"rgb(119, 129, 115)"
ecx 0Fh,"rgb(119, 128, 116)"
[edx] 0,"rgb(119, 127, 117)"
eax [ecx+0Ch],"rgb(119, 126, 118)"
esi [ecx],"rgb(119, 125, 119)"
[ecx+4] ebx,"rgb(119, 124, 120)"
eax [esp+4],"rgb(118, 140, 105)"
short loc_401C45,"rgb(118, 139, 106)"
[ebp+var_24] 0,"rgb(118, 138, 107)"
mov dword_416140,"rgb(118, 137, 108)"
mov [ebp+var_68],"rgb(118, 136, 109)"
[ebp+var_30] 0,"rgb(118, 135, 110)"
2 dup(0),"rgb(118, 134, 111)"
[eax+70h] 0FFFFFFFDh,"rgb(118, 133, 112)"
edi esp,"rgb(118, 132, 113)"
[ebp+var_40] 0,"rgb(118, 131, 114)"
mov [ebp+var_64],"rgb(118, 130, 115)"
edx [eax+0Ch],"rgb(118, 129, 116)"
fstp st(1),"rgb(118, 128, 117)"
eax [ebp-8],"rgb(118, 127, 118)"
ecx [ecx+4],"rgb(118, 126, 119)"
mov [ebp-20h],"rgb(118, 125, 120)"
jmp ??1CString@@QAE@XZ,"rgb(117, 140, 106)"
ecx [esp+arg_4],"rgb(117, 139, 107)"
eax [esi+20h],"rgb(117, 138, 108)"
cl dl,"rgb(117, 137, 109)"
call fword,"rgb(117, 136, 110)"
[esi] ebx,"rgb(117, 135, 111)"
edi [eax],"rgb(117, 134, 112)"
edx 20h,"rgb(117, 133, 113)"
edx [ebx],"rgb(117, 132, 114)"
ebx [eax],"rgb(117, 131, 115)"
esi [ebp+var_1C],"rgb(117, 130, 116)"
call ??1CString@@QAE@XZ,"rgb(117, 129, 117)"
ecx [esi+10h],"rgb(117, 128, 118)"
ptr [ebp-28h],"rgb(117, 127, 119)"
fldz,"rgb(117, 126, 120)"
eax [edx+18h],"rgb(116, 140, 107)"
[edi] edx,"rgb(116, 139, 108)"
mov [esi+1Ch],"rgb(116, 138, 109)"
eax [ebp-18h],"rgb(116, 137, 110)"
ecx [ebp-20h],"rgb(116, 136, 111)"
pop es,"rgb(116, 135, 112)"
[ebp+var_8] ebx,"rgb(116, 134, 113)"
and esp,"rgb(116, 133, 114)"
[eax+8] edx,"rgb(116, 132, 115)"
mov [esp+8],"rgb(116, 131, 116)"
ptr [ebp-24h],"rgb(116, 130, 117)"
ecx [edx+8],"rgb(116, 129, 118)"
mov [esp+14h+var_4],"rgb(116, 128, 119)"
ptr [esi+64h],"rgb(116, 127, 120)"
eax [ebx+10h],"rgb(115, 140, 108)"
[ebp+var_44] 0,"rgb(115, 139, 109)"
edx [ebp+0Ch],"rgb(115, 138, 110)"
[esi+4] edi,"rgb(115, 137, 111)"
esi 10h,"rgb(115, 136, 112)"
[ebp+var_1C] 1,"rgb(115, 135, 113)"
push 30h,"rgb(115, 134, 114)"
outsb,"rgb(115, 133, 115)"
esi [ebp+var_4],"rgb(115, 132, 116)"
dl [ecx],"rgb(115, 131, 117)"
inc [ebp+var_4],"rgb(115, 130, 118)"
ptr [ebp+var_14],"rgb(115, 129, 119)"
eax 18h,"rgb(115, 128, 120)"
[eax] dl,"rgb(114, 140, 109)"
edi 8,"rgb(114, 139, 110)"
test cx,"rgb(114, 138, 111)"
ptr [ecx+1Ch],"rgb(114, 137, 112)"
[ecx] offset,"rgb(114, 136, 113)"
ebp edi,"rgb(114, 135, 114)"
or ah,"rgb(114, 134, 115)"
edx [esi+8],"rgb(114, 133, 116)"
push [ebp+hKey],"rgb(114, 132, 117)"
cmp [ebp+var_2C],"rgb(114, 131, 118)"
[ebp+var_24] edx,"rgb(114, 130, 119)"
[eax] 0FFFFFFFFh,"rgb(114, 129, 120)"
mov [ebp+var_11],"rgb(113, 140, 110)"
[edi] esi,"rgb(113, 139, 111)"
esi 1Fh,"rgb(113, 138, 112)"
call ds:MultiByteToWideChar,"rgb(113, 137, 113)"
sahf,"rgb(113, 136, 114)"
cmp [edi],"rgb(113, 135, 115)"
ecx [ebp-4],"rgb(113, 134, 116)"
mov [ebp+ms_exc.old_esp],"rgb(113, 133, 117)"
edx [ebp+var_38],"rgb(113, 132, 118)"
[ebp+ms_exc.old_esp] esp,"rgb(113, 131, 119)"
wait,"rgb(113, 130, 120)"
edx [ebp+8],"rgb(112, 140, 111)"
[ebp+var_3C] edx,"rgb(112, 139, 112)"
mov [esp+2Ch+var_2C],"rgb(112, 138, 113)"
call ds:GetProcAddress,"rgb(112, 137, 114)"
[esi] al,"rgb(112, 136, 115)"
edx [eax+1],"rgb(112, 135, 116)"
edx [edi],"rgb(112, 134, 117)"
esi [ebp+var_C],"rgb(112, 133, 118)"
edx [esp+arg_0],"rgb(112, 132, 119)"
ebx 0FFFFFFFFh,"rgb(112, 131, 120)"
edx [ecx+24h],"rgb(111, 140, 112)"
[ebp+var_1C] esi,"rgb(111, 139, 113)"
[esi] bl,"rgb(111, 138, 114)"
edx [ebp+var_28],"rgb(111, 137, 115)"
mov [esp+0BCh+var_28],"rgb(111, 136, 116)"
[ebp+var_40] ecx,"rgb(111, 135, 117)"
edi byte,"rgb(111, 134, 118)"
eax [eax+10h],"rgb(111, 133, 119)"
[esi+8] edx,"rgb(111, 132, 120)"
mov [ebp+var_7C],"rgb(110, 140, 113)"
[edx] al,"rgb(110, 139, 114)"
ecx [ecx+0],"rgb(110, 138, 115)"
and [ebp+var_8],"rgb(110, 137, 116)"
mov [ebp+var_1],"rgb(110, 136, 117)"
push [ebp+dwMapFlags],"rgb(110, 135, 118)"
retn 1Ch,"rgb(110, 134, 119)"
ptr [ebp+arg_4+3],"rgb(110, 133, 120)"
ecx [edi+8],"rgb(109, 140, 114)"
[ebp+var_1C] edi,"rgb(109, 139, 115)"
setnle dl,"rgb(109, 138, 116)"
mov [esi+20h],"rgb(109, 137, 117)"
ptr [eax+ecx*2],"rgb(109, 136, 118)"
ptr [ebp+arg_0],"rgb(109, 135, 119)"
ecx [esi+14h],"rgb(109, 134, 120)"
[ebp+arg_8] eax,"rgb(108, 140, 115)"
esi 0Ch,"rgb(108, 139, 116)"
cx cx,"rgb(108, 138, 117)"
mov [esp+0BCh+var_2C],"rgb(108, 137, 118)"
ebp 4,"rgb(108, 136, 119)"
imul ebx,"rgb(108, 135, 120)"
[ebp+var_2C] ecx,"rgb(107, 140, 116)"
eax [edi+0Ch],"rgb(107, 139, 117)"
edi [esi+4],"rgb(107, 138, 118)"
ptr [esi+24h],"rgb(107, 137, 119)"
offset Addend,"rgb(107, 136, 120)"
[ecx+8] eax,"rgb(106, 140, 117)"
edx [eax+18h],"rgb(106, 139, 118)"
push [esp+4+arg_0],"rgb(106, 138, 119)"
setnz dl,"rgb(106, 137, 120)"
edi [ebp+var_4],"rgb(105, 140, 118)"
[ebp+var_2C] edx,"rgb(105, 139, 119)"
[esi+14h] 0,"rgb(105, 138, 120)"
popf,"rgb(104, 140, 119)"
eax [ecx+18h],"rgb(104, 139, 120)"
ptr [esi+28h],"rgb(103, 140, 120)"
[ecx+4] edx,"rgb(120, 140, 102)"
push [ebp+var_28],"rgb(120, 139, 103)"
[esi+8] edi,"rgb(120, 138, 104)"
esi [ebp+var_8],"rgb(120, 137, 105)"
[esi+4] ebx,"rgb(120, 136, 106)"
push [ebp+var_2C],"rgb(120, 135, 107)"
call ds:InterlockedDecrement,"rgb(120, 134, 108)"
[ebp+arg_4] ebx,"rgb(120, 133, 109)"
jmp fword,"rgb(120, 132, 110)"
edx [edx+edx-1],"rgb(120, 131, 111)"
tbyte ptr,"rgb(120, 130, 112)"
ecx 7,"rgb(120, 129, 113)"
[ebp+arg_0] esi,"rgb(120, 128, 114)"
offset __ImageBase,"rgb(120, 127, 115)"
eax [esi+24h],"rgb(120, 126, 116)"
mul ecx,"rgb(120, 125, 117)"
edx [ecx+10h],"rgb(120, 124, 118)"
ptr [ebp-30h],"rgb(120, 123, 119)"
eax [esp+0Ch+arg_0],"rgb(120, 122, 120)"
esp 34h,"rgb(119, 140, 103)"
edx 5,"rgb(119, 139, 104)"
ecx [eax+10h],"rgb(119, 138, 105)"
[ebp+var_C] ebx,"rgb(119, 137, 106)"
[ebx+8] eax,"rgb(119, 136, 107)"
[ebp+var_38] eax,"rgb(119, 135, 108)"
mov [ebp+0Ch],"rgb(119, 134, 109)"
[ebp+var_10] esp,"rgb(119, 133, 110)"
ptr [edx+4],"rgb(119, 132, 111)"
or [eax],"rgb(119, 131, 112)"
edx 80000000h,"rgb(119, 130, 113)"
[ebp+var_34] eax,"rgb(119, 129, 114)"
ptr [ecx+eax],"rgb(119, 128, 115)"
al 0FCh,"rgb(119, 127, 116)"
dd rva,"rgb(119, 126, 117)"
eax 400h,"rgb(119, 125, 118)"
eax 0Ah,"rgb(119, 124, 119)"
and cl,"rgb(119, 123, 120)"
al cl,"rgb(118, 140, 104)"
push 1000h,"rgb(118, 139, 105)"
ecx [eax+14h],"rgb(118, 138, 106)"
[ebx+4] eax,"rgb(118, 137, 107)"
edx [ecx+14h],"rgb(118, 136, 108)"
imul ebp,"rgb(118, 135, 109)"
ptr [eax+24h],"rgb(118, 134, 110)"
edx [edx],"rgb(118, 133, 111)"
ptr [esp],"rgb(118, 132, 112)"
[ebx+8] edx,"rgb(118, 131, 113)"
mov [ebp+arg_C],"rgb(118, 130, 114)"
faddp st(1),"rgb(118, 129, 115)"
edx [ebp+var_84],"rgb(118, 128, 116)"
eax [edi+10h],"rgb(118, 127, 117)"
call ds:lstrlenW,"rgb(118, 126, 118)"
and [ebp+var_34],"rgb(118, 125, 119)"
eax bl,"rgb(118, 124, 120)"
[eax] 1,"rgb(117, 140, 105)"
ecx [ebp+var_50],"rgb(117, 139, 106)"
[ebp-4] ebx,"rgb(117, 138, 107)"
